mergeable,commits,additions,deletions,changed_files,open_issues_count,watchers_count,forks_count,has_discussions,has_wiki,has_projects,stargazers_count,title_size,merged,language
1,7,334,204,31,0,0,0,0,1,1,0,19,1,kotlin
1,7,1021,183,1,5,3,3,0,1,1,3,38,1,python
1,8,2,2,2,3,0,0,0,1,1,0,6,0,javascript
1,8,546,7,17,597,17677,17677,1,1,1,17677,41,1,java
1,11,39,12,4,0,2,2,0,1,1,2,11,1,javascript
1,11,125,72,3,901,26469,26469,0,1,1,26469,25,1,javascript
1,14,378,484,23,0,0,0,0,1,1,0,11,1,html
1,14,412,0,1,7,1,1,0,1,1,1,19,1,scss
1,15,17,11,1,4,0,0,0,1,1,0,11,1,java
1,15,319,342,7,5,7,7,0,0,0,7,32,1,shell
1,15,1922,33086,21,2,9,9,0,1,1,9,11,1,vue
1,18,139,52,4,21,6,6,0,0,1,6,31,1,c++
1,21,1061,166,50,0,0,0,0,1,1,0,35,1,powershell
1,22,50950,16106,36,0,0,0,0,1,1,0,14,1,javascript
1,25,808,314,42,233,253,253,0,0,1,253,35,1,typescript
1,30,588,0,2,2,2,2,0,1,0,2,13,1,python
1,41,22783,10608,67,217,601,601,1,1,1,601,15,1,typescript
1,55,929,17,4,0,4,4,0,1,1,4,19,1,python
1,79,5226,4638,33,0,0,0,0,1,1,0,16,1,java
1,148,1249,79,32,1137,19,19,0,1,1,19,22,0,java
1,183,8922,1526,265,0,0,0,0,1,1,0,6,1,java
1,1,0,0,26,231,261,261,0,0,1,261,25,1,svelte
1,1,0,1,1,6,0,0,1,1,1,0,73,1,smarty
1,1,0,3,2,0,0,0,0,1,1,0,34,1,go
1,1,1,0,1,23,0,0,0,1,1,0,22,0,hcl
1,1,1,0,1,23,0,0,0,1,1,0,22,1,hcl
1,1,1,1,1,0,0,0,0,0,1,0,33,0,html
1,1,1,1,1,0,0,0,0,1,1,0,8,1,go
1,1,1,1,1,0,0,0,0,1,1,0,16,1,python
1,1,1,1,1,0,1,1,0,1,1,1,14,1,html
1,1,1,1,1,1,0,0,0,0,0,0,42,1,kotlin
1,1,1,1,1,1,0,0,0,1,1,0,25,0,c#
1,1,1,1,1,3,0,0,1,0,1,0,39,1,java
1,1,1,1,1,16,16,16,0,1,1,16,7,0,python
1,1,1,1,1,16,16,16,0,1,1,16,16,0,python
1,1,1,1,1,17,149,149,0,1,1,149,12,1,julia
1,1,1,1,1,21,21,21,1,0,0,21,22,0,python
1,1,1,1,1,25,1033,1033,0,0,0,1033,22,0,python
1,1,1,1,1,33,115,115,0,1,1,115,39,1,ruby
1,1,1,1,1,69,17,17,1,1,0,17,73,0,typescript
1,1,1,1,1,232,43,43,0,0,0,43,87,1,brainfuck
1,1,1,1,1,233,43,43,0,0,0,43,85,1,brainfuck
1,1,1,1,1,243,2141,2141,1,1,1,2141,67,1,c#
1,1,1,1,1,1589,12216,12216,0,1,1,12216,22,0,java
1,1,2,0,1,0,0,0,0,1,1,0,8,1,c
1,1,2,0,1,0,0,0,0,1,1,0,16,1,python
1,1,2,2,1,0,1,1,0,1,1,1,17,1,html
1,1,2,2,1,4,8,8,0,1,1,8,18,1,javascript
1,1,2,2,1,4,89,89,0,0,1,89,40,1,python
1,1,2,2,1,855,3596,3596,1,1,1,3596,55,1,c++
1,1,2,2,2,2,0,0,0,1,1,0,51,1,shell
1,1,3,1,1,0,1,1,0,1,1,1,22,1,ejs
1,1,3,3,1,0,0,0,0,1,1,0,40,1,html
1,1,3,3,1,0,0,0,0,1,1,0,46,1,typescript
1,1,3,3,1,0,1,1,0,1,1,1,32,1,python
1,1,3,3,1,1,0,0,0,1,1,0,30,1,php
1,1,3,3,1,1,0,0,0,1,1,0,37,1,javascript
1,1,3,3,1,1,1,1,0,1,1,1,33,1,javascript
1,1,3,3,1,3,3,3,0,1,1,3,37,1,typescript
1,1,3,3,1,7,4,4,0,1,1,4,46,1,typescript
1,1,3,3,1,17,0,0,0,1,1,0,45,1,rich text format
1,1,3,3,1,100,0,0,0,0,1,0,39,0,python
1,1,3,3,1,100,1,1,0,0,1,1,36,0,python
1,1,3,3,3,82,12,12,0,1,1,12,4,1,smalltalk
1,1,3,16,1,8,0,0,0,1,1,0,34,1,javascript
1,1,4,0,1,0,0,0,0,1,1,0,10,1,javascript
1,1,4,1,1,0,0,0,0,1,1,0,8,1,go
1,1,4,3,1,1,0,0,0,1,1,0,20,1,html
1,1,4,4,2,0,1,1,0,1,1,1,8,1,html
1,1,4,4,2,16,0,0,0,1,1,0,33,0,typescript
1,1,5,2,1,0,1,1,0,0,0,1,52,1,html
1,1,5,5,2,2,3,3,0,0,0,3,51,1,javascript
1,1,5,5,2,3,0,0,0,1,1,0,46,1,typescript
1,1,5,5,2,5,5,5,0,1,1,5,46,1,astro
1,1,5,5,2,25,0,0,0,0,1,0,33,0,javascript
1,1,6,6,1,0,0,0,0,1,1,0,14,1,html
1,1,6,11,1,100,155,155,1,0,0,155,49,1,rust
1,1,6,18,1,0,1,1,0,1,1,1,46,1,javascript
1,1,7,1,1,2,1,1,0,1,1,1,10,0,typescript
1,1,8,0,2,0,0,0,0,1,1,0,13,1,javascript
1,1,8,0,3,0,5,5,0,1,1,5,23,1,javascript
1,1,8,1,4,1,16,16,0,1,1,16,24,1,shell
1,1,8,2,2,1,7,7,0,1,1,7,28,1,python
1,1,8,8,2,18,7,7,0,1,1,7,40,0,typescript
1,1,8,21,1,13,0,0,0,1,1,0,31,1,scss
1,1,9,3,2,4,62,62,0,1,1,62,34,1,c
1,1,9,9,9,0,2,2,0,1,1,2,43,1,c++
1,1,9,19,1,5,3,3,0,1,1,3,28,1,typescript
1,1,11,8,1,1210,9705,9705,0,0,1,9705,22,0,typescript
1,1,14,0,1,0,2,2,0,1,1,2,19,1,javascript
1,1,14,0,1,1,1,1,0,0,0,1,19,1,java
1,1,15,3,4,2,0,0,0,1,1,0,61,0,ruby
1,1,15,8,3,2,3,3,0,0,1,3,59,1,kotlin
1,1,16,6,2,0,0,0,0,0,1,0,30,1,go
1,1,17,2,3,0,4,4,0,1,1,4,28,1,typescript
1,1,17,5,3,3,0,0,0,1,1,0,50,1,c#
1,1,18,16,1,9,9,9,0,1,1,9,20,1,python
1,1,20,6,3,0,0,0,0,1,1,0,31,1,python
1,1,20,32,1,1,0,0,0,1,1,0,31,1,javascript
1,1,22,25,3,0,0,0,0,1,1,0,36,1,javascript
1,1,23,14,2,30,3250,3250,1,1,0,3250,27,1,typescript
1,1,24,14,6,4,2283,2283,1,1,0,2283,37,1,c++
1,1,24,24,1,2,1,1,0,1,1,1,37,1,vue
1,1,27,0,1,98,281,281,0,1,1,281,67,0,haskell
1,1,28,3,4,0,0,0,0,1,1,0,24,1,javascript
1,1,34,87,2,0,2,2,1,1,1,2,65,1,javascript
1,1,35,49,9,1,0,0,0,1,1,0,9,1,scala
1,1,51,10,9,0,0,0,0,1,1,0,12,1,ruby
1,1,57,0,3,2,0,0,0,1,1,0,29,1,javascript
1,1,62,19,10,0,0,0,0,1,1,0,18,1,ruby
1,1,67,57,1,10,0,0,0,1,1,0,30,1,rich text format
1,1,68,0,1,0,0,0,0,1,1,0,20,1,html
1,1,70,9,2,112,2,2,0,1,1,2,53,1,typescript
1,1,72,35,6,0,1,1,0,1,1,1,32,1,javascript
1,1,75,62,10,0,0,0,0,1,1,0,19,1,typescript
1,1,80,5,4,40,145,145,0,1,1,145,31,1,javascript
1,1,83,1,9,0,0,0,0,1,1,0,40,1,swift
1,1,83,73,1,0,10,10,0,1,1,10,36,1,typescript
1,1,85,7,8,1,22,22,0,1,1,22,58,1,typescript
1,1,97,2,17,4,0,0,0,1,1,0,33,1,go
1,1,98,0,2,0,0,0,0,1,1,0,58,1,swift
1,1,111,111,109,8630,55392,55392,0,0,1,55392,36,1,c++
1,1,111,1246,1,0,0,0,0,1,1,0,29,1,php
1,1,128,150,5,3,82,82,0,1,1,82,42,1,typescript
1,1,131,147,2,16,23,23,0,1,1,23,50,1,python
1,1,135,0,1,0,1,1,0,1,1,1,32,1,python
1,1,140,0,4,5,4,4,0,1,1,4,29,1,go
1,1,169,44,7,0,0,0,0,1,1,0,69,1,c
1,1,214,129,6,0,0,0,0,1,1,0,8,1,javascript
1,1,221,27,10,1,77,77,0,0,0,77,38,1,go
1,1,316,919,20,12,4,4,0,1,1,4,38,1,rust
1,1,357,0,5,0,0,0,0,1,1,0,6,1,javascript
1,1,360,297,6,8628,55392,55392,0,0,1,55392,51,1,c++
1,1,462,12,10,0,0,0,0,1,1,0,33,1,html
1,1,462,364,9,1,5,5,1,1,1,5,11,1,typescript
1,1,794,19,9,1,0,0,0,1,1,0,30,1,javascript
1,1,1196,1552,73,265,660,660,1,1,1,660,68,1,go
1,1,2978,100,9,0,0,0,0,1,1,0,15,1,javascript
1,1,11367,10505,2,3,0,0,0,1,1,0,48,0,javascript
1,1,16792,3867,133,1,6,6,0,1,1,6,2,1,python
1,2,1,0,1,0,0,0,0,1,1,0,4,1,javascript
1,2,1,2,1,0,0,0,0,1,1,0,17,1,python
1,2,4,4,1,0,1,1,1,1,1,1,9,1,javascript
1,2,4,4,1,18,9,9,0,0,0,9,66,1,javascript
1,2,6,2,7,0,0,0,0,1,1,0,16,1,fortran
1,2,14,0,1,0,0,0,0,1,1,0,4,1,c#
1,2,15,1,2,16,16,16,0,1,1,16,14,0,python
1,2,19,10,3,0,0,0,0,1,1,0,14,1,javascript
1,2,27,2,4,0,0,0,0,1,1,0,4,1,vue
1,2,46,4,5,2,0,0,0,1,1,0,23,1,java
1,2,56,37,7,0,2,2,0,1,1,2,24,1,typescript
1,2,57,56,1,13,23,23,0,1,1,23,51,1,python
1,2,65,10,5,1,0,0,0,1,1,0,28,1,python
1,2,73,142,15,14,0,0,0,1,1,0,19,1,javascript
1,2,86,6,6,0,0,0,0,1,1,0,26,1,javascript
1,2,101,0,5,15,13,13,0,1,1,13,18,1,scss
1,2,126,20,6,6,0,0,0,1,1,0,14,1,typescript
1,2,211,4,11,2,0,0,0,1,1,0,5,1,python
1,2,228,1,2,0,0,0,0,1,1,0,11,1,go
1,2,418,152,20,1,3,3,0,1,1,3,31,1,python
1,2,1147,1163,4,0,0,0,0,1,1,0,19,1,typescript
1,2,33379,30647,11,0,0,0,0,1,1,0,37,1,javascript
1,3,3,0,2,3,0,0,0,1,1,0,5,1,javascript
1,3,8,1,1,7,7,7,0,1,1,7,41,1,html
1,3,11,0,3,0,0,0,0,1,1,0,38,1,c
1,3,11,10,1,0,0,0,0,1,1,0,43,1,javascript
1,3,14,7,2,5,113,113,1,0,0,113,25,0,c++
1,3,22,2,1,0,0,0,0,1,1,0,28,1,html
1,3,156,719,17,0,1,1,0,1,1,1,28,1,typescript
1,3,2125,159,29,0,0,0,0,1,1,0,22,1,c#
1,4,2,0,1,1,4,4,0,1,1,4,28,1,jupyter notebook
1,4,37,2,4,151,145,145,1,1,1,145,40,1,tcl
1,4,96,0,4,0,0,0,0,1,1,0,10,1,kotlin
1,4,202,84,18,0,0,0,0,0,1,0,16,1,shell
1,4,310,45,7,22,9,9,0,1,1,9,25,1,typescript
1,4,11376,10989,3,0,0,0,0,1,1,0,41,1,html
1,5,6,0,2,0,0,0,0,1,1,0,10,0,html
1,5,6,0,2,0,0,0,0,1,1,0,10,0,html
1,5,57,70,4,0,6,6,0,0,0,6,43,1,java
1,5,72,24,3,8,0,0,0,1,1,0,26,1,javascript
1,5,86,293,3,226,673,673,0,1,1,673,23,1,python
1,5,112,23,9,0,1,1,0,1,1,1,23,1,php
1,5,485,5,4,0,0,0,0,1,1,0,8,1,javascript
1,5,11992,11915,40,0,0,0,0,1,1,0,4,1,javascript
1,6,3,6,2,910,1437,1437,0,1,1,1437,76,1,shell
1,6,10,3,6,2,0,0,0,1,1,0,13,1,ruby
1,6,42,39,6,15,25,25,0,1,1,25,33,1,typescript
1,6,172,0,7,0,1,1,0,1,1,1,12,1,javascript
1,6,64913,0,165,0,0,0,0,1,1,0,14,1,javascript
1,7,2,2,1,1,0,0,0,1,1,0,10,1,kotlin
1,7,20,5,3,0,1,1,0,0,0,1,46,1,javascript
1,7,75,11,3,17,6,6,0,1,1,6,21,1,java
1,7,435,30584,27,0,0,0,0,1,1,0,12,1,javascript
1,8,152,15,3,3,0,0,0,1,1,0,17,1,html
1,8,262,129,5,0,5,5,0,1,1,5,36,1,jupyter notebook
1,8,552,232,14,2,0,0,0,1,1,0,21,0,typescript
1,8,3103,15061,23,0,0,0,0,1,1,0,13,1,typescript
1,8,4247,38,23,1,0,0,0,1,1,0,28,1,c++
1,9,154,105,7,0,0,0,0,1,1,0,28,1,python
1,9,8156,6333,56,0,0,0,0,1,1,0,43,1,javascript
1,10,542,0,13,0,5,5,0,1,0,5,22,1,smarty
1,11,132,4,9,0,0,0,0,1,1,0,6,1,javascript
1,12,77,0,4,0,1135,1135,1,0,0,1135,36,0,php
1,13,662,10,14,1,1,1,0,1,1,1,19,1,tex
1,13,1254,473,48,0,0,0,0,0,1,0,48,1,kotlin
1,13,5186,68,19,1,0,0,0,1,1,0,6,1,css
1,14,96,34,13,0,0,0,0,1,1,0,28,1,vue
1,16,11,3,1,214,376,376,1,0,0,376,47,1,java
1,16,526,194,5,5,190,190,0,1,1,190,25,1,python
1,17,5,5,5,14,1,1,0,1,1,1,43,1,ruby
1,72,16,5,2,0,0,0,0,1,1,0,7,1,typescript
1,1,0,0,0,0,0,0,0,1,1,0,42,1,javascript
1,1,0,0,1,0,0,0,0,1,1,0,15,1,html
1,1,0,2733,27,4,8,8,0,1,1,8,49,1,typescript
1,1,1,0,1,0,0,0,0,1,1,0,5,1,java
1,1,1,0,1,0,0,0,0,1,1,0,32,1,html
1,1,1,0,1,0,0,0,0,1,1,0,34,1,html
1,1,1,0,1,13,7,7,0,1,1,7,35,1,plpgsql
1,1,1,0,1,22,4,4,0,1,1,4,22,0,jupyter notebook
1,1,1,1,1,0,0,0,0,1,1,0,11,1,ruby
1,1,1,1,1,0,0,0,0,1,1,0,22,1,python
1,1,1,1,1,0,0,0,0,1,1,0,27,1,java
1,1,1,1,1,0,10,10,0,1,1,10,32,1,html
1,1,1,1,1,1,0,0,0,1,1,0,28,1,css
1,1,1,1,1,1,0,0,0,1,1,0,57,0,c#
1,1,1,1,1,1,5,5,1,0,0,5,48,1,scala
1,1,1,1,1,1,8,8,0,1,1,8,53,1,shell
1,1,1,1,1,1,32,32,0,0,0,32,32,1,scala
1,1,1,1,1,2,2,2,0,1,1,2,23,0,scala
1,1,1,1,1,3,0,0,0,1,1,0,46,0,go
1,1,1,1,1,4,0,0,0,1,1,0,61,0,c#
1,1,1,1,1,6,0,0,0,1,1,0,39,0,c#
1,1,1,1,1,10,3,3,0,1,1,3,32,1,scala
1,1,1,1,1,13,21,21,0,0,0,21,49,1,typescript
1,1,1,1,1,14,3,3,0,1,1,3,29,1,scala
1,1,1,1,1,56,249,249,1,0,1,249,58,1,rust
1,1,1,1,1,60,63,63,1,0,1,63,69,1,typescript
1,1,1,1,1,240,43,43,0,0,0,43,81,1,brainfuck
1,1,1,1,1,241,43,43,0,0,0,43,83,1,brainfuck
1,1,1,1,1,242,43,43,0,0,0,43,84,1,brainfuck
1,1,1,1,1,651,1317,1317,0,1,1,1317,42,1,c++
1,1,1,6,1,87,7246,7246,1,1,1,7246,42,1,typescript
1,1,1,65,1,854,3596,3596,1,1,1,3596,41,1,c++
1,1,2,0,4,0,0,0,0,1,1,0,18,1,java
1,1,2,2,1,0,0,0,0,1,1,0,16,0,html
1,1,2,2,2,3,0,0,0,1,1,0,39,0,c#
1,1,2,2,2,5,0,0,0,1,1,0,47,0,c#
1,1,2,2,2,93,890,890,1,1,1,890,47,1,clojure
1,1,3,0,3,1,0,0,0,1,1,0,65,1,ruby
1,1,3,1,1,7,353,353,0,1,1,353,27,1,javascript
1,1,3,3,1,6,0,0,0,1,1,0,36,1,rich text format
1,1,3,3,1,7,0,0,0,1,1,0,30,1,rich text format
1,1,3,3,1,8,0,0,0,1,1,0,33,0,html
1,1,3,3,2,0,2,2,1,0,1,2,37,1,rust
1,1,3,3,3,32,663,663,0,1,1,663,57,1,c#
1,1,3,25,1,0,0,0,0,1,1,0,34,1,javascript
1,1,4,0,1,8,81,81,0,1,1,81,53,1,c++
1,1,4,0,1,85,132,132,0,0,0,132,49,1,php
1,1,4,4,4,6,0,0,0,1,1,0,50,0,c#
1,1,4,4,4,31,40,40,1,1,1,40,48,0,scala
1,1,4,10,1,4,0,0,0,1,1,0,31,1,rich text format
1,1,5,0,1,0,266,266,0,1,1,266,13,1,html
1,1,5,2,1,0,0,0,0,1,1,0,28,1,php
1,1,5,5,1,0,9,9,0,0,0,9,64,1,ballerina
1,1,5,5,1,2,16,16,0,0,0,16,64,1,ballerina
1,1,5,5,2,11,11,11,0,1,1,11,35,1,typescript
1,1,6,0,1,1,0,0,0,1,1,0,28,1,css
1,1,6,0,1,2,2,2,0,1,1,2,47,1,roff
1,1,6,2,1,1,0,0,0,1,1,0,24,0,dockerfile
1,1,7,56,1,0,11,11,0,1,1,11,45,1,python
1,1,8,5,2,2,2,2,0,1,1,2,30,1,typescript
1,1,8,5,2,3,2,2,0,1,1,2,34,1,typescript
1,1,8,8,2,1,0,0,0,1,1,0,37,1,typescript
1,1,8,8,2,1,0,0,0,1,1,0,44,1,typescript
1,1,9,3,1,2837,52495,52495,1,0,1,52495,60,1,typescript
1,1,9,11,1,0,0,0,0,1,1,0,37,1,javascript
1,1,10,9,3,1,2,2,0,0,0,2,51,1,javascript
1,1,13,6,3,2,12,12,0,1,1,12,52,1,powershell
1,1,13,13,2,146,383,383,1,1,1,383,16,1,typescript
1,1,14,1,1,1,2,2,0,1,1,2,26,1,java
1,1,15,15,1,0,248,248,0,1,1,248,37,1,javascript
1,1,16,6,2,0,1,1,0,1,1,1,30,1,c
1,1,16,16,2,1,0,0,0,1,1,0,45,1,javascript
1,1,16,16,16,15,397,397,1,1,1,397,38,1,php
1,1,17,6,3,273,12048,12048,0,1,1,12048,28,1,jsonnet
1,1,18,8,1,8,21,21,0,0,1,21,31,1,typescript
1,1,18,18,3,0,5,5,0,1,1,5,30,1,typescript
1,1,18,21,4,37,3342,3342,0,1,1,3342,37,1,c#
1,1,20,26,7,0,0,0,0,1,1,0,8,1,html
1,1,21,3,2,0,3,3,0,1,1,3,50,1,ruby
1,1,23,0,8,0,0,0,0,1,1,0,25,1,javascript
1,1,25,16,2,0,0,0,0,1,1,0,18,1,java
1,1,28,3,3,0,0,0,0,1,1,0,36,0,javascript
1,1,29,29,1,8,8,8,0,0,0,8,31,1,javascript
1,1,36,31,1,9,3,3,0,1,1,3,47,1,python
1,1,40,6,4,10,7,7,0,1,1,7,30,1,javascript
1,1,40,40,1,0,4,4,0,1,1,4,25,1,python
1,1,45,33,4,36,181,181,0,1,1,181,19,1,c++
1,1,47,27,4,2,3,3,0,1,1,3,23,1,javascript
1,1,50,50,12,0,0,0,0,1,1,0,31,1,javascript
1,1,62,14,2,0,0,0,0,1,1,0,16,1,kotlin
1,1,66,104,4,0,0,0,0,1,1,0,4,1,html
1,1,82,79,19,0,0,0,0,0,1,0,45,1,typescript
1,1,95,61,5,1,0,0,0,1,1,0,36,1,c#
1,1,112,0,1,0,0,0,0,1,1,0,18,1,java
1,1,138,0,3,0,0,0,0,1,1,0,18,1,javascript
1,1,146,46,1,1,0,0,0,1,1,0,32,1,typescript
1,1,182,196,41,7,0,0,0,1,1,0,6,1,ruby
1,1,208,511,3,0,0,0,0,1,1,0,69,1,r
1,1,209,193,7,0,0,0,0,0,1,0,36,1,php
1,1,237,3702,44,256,333,333,0,0,0,333,17,1,php
1,1,270,208,97,0,0,0,0,1,1,0,13,1,javascript
1,1,291,129,3,141,472,472,0,0,1,472,32,1,go
1,1,350,619,2,2,0,0,0,1,1,0,24,1,rich text format
1,1,406,1639,2,0,0,0,0,1,1,0,28,1,javascript
1,1,672,1231,22,0,0,0,0,1,1,0,42,1,typescript
1,1,1067,1625,2,10,8,8,1,1,1,8,28,1,typescript
1,1,2455,59,13,0,0,0,0,1,1,0,21,1,javascript
1,1,5589,12,9,15,0,0,0,1,1,0,45,1,ruby
1,1,17159,0,23,0,0,0,0,1,1,0,20,1,python
1,1,36028,36418,17,0,0,0,0,1,1,0,35,1,c
1,2,1,1,1,0,0,0,0,1,1,0,35,1,go
1,2,4,4,1,87,132,132,0,0,0,132,46,1,php
1,2,4,373,16,10,8,8,0,1,1,8,27,1,go
1,2,5,27,1,3,0,0,0,1,1,0,24,1,javascript
1,2,9,1,2,33,8525,8525,1,0,1,8525,32,1,typescript
1,2,10,10,4,1,0,0,0,1,1,0,36,1,go
1,2,17,20,4,0,0,0,0,1,1,0,15,1,ruby
1,2,25,13,1,3,58,58,0,0,0,58,44,1,rust
1,2,27,13,1,2156,6459,6459,1,1,1,6459,54,1,kotlin
1,2,31,79,2,0,0,0,0,1,1,0,29,1,javascript
1,2,42,0,4,15,8,8,0,1,1,8,23,1,swift
1,2,66,183,2,0,6,6,0,0,0,6,59,1,typescript
1,2,70,0,4,3,0,0,0,0,1,0,40,1,typescript
1,2,90,89,12,0,0,0,0,1,1,0,30,1,ruby
1,2,100,132,2,0,0,0,0,0,1,0,37,1,c#
1,2,125,99,8,0,0,0,0,1,1,0,34,1,go
1,2,158,1,6,0,0,0,0,1,1,0,15,1,javascript
1,2,163,0,1,0,0,0,0,1,1,0,21,1,java
1,2,190,2383,5,0,0,0,0,1,1,0,4,1,javascript
1,2,193,0,5,3,0,0,0,1,1,0,37,1,javascript
1,2,259,271,4,0,0,0,0,1,1,0,4,1,javascript
1,2,295,171,8,0,0,0,0,1,1,0,15,1,python
1,2,299,663,27,59,329,329,0,1,1,329,24,1,java
1,2,412,277,11,249,7274,7274,1,0,1,7274,60,1,dart
1,3,5,1,3,1,0,0,0,1,1,0,12,0,apex
1,3,9,159,3,4,1,1,0,1,1,1,44,1,go
1,3,11,5,3,0,1,1,0,1,1,1,8,1,php
1,3,27,20,4,0,1,1,0,1,1,1,3,1,python
1,3,42,53,6,1899,2485,2485,0,1,1,2485,54,1,kotlin
1,3,59,59,10,1897,6923,6923,1,1,1,6923,27,1,c
1,3,66,0,3,0,0,0,0,1,1,0,16,1,javascript
1,3,66,66,6,27,4,4,0,1,1,4,48,1,html
1,3,114,20,15,0,0,0,0,1,1,0,4,1,typescript
1,3,157,109,5,35,431,431,1,1,1,431,31,1,c++
1,3,178,102,7,5,5,5,0,1,1,5,19,1,typescript
1,3,203,129,4,6,0,0,0,1,1,0,19,1,c++
1,3,212,91,23,0,0,0,0,1,1,0,12,1,java
1,3,275,122,6,16,1276,1276,1,0,1,1276,22,1,c
1,3,1204,346,4,0,1,1,0,1,1,1,4,1,javascript
1,4,3,5,1,283,773,773,1,0,1,773,76,1,php
1,4,5,23,4,1,2,2,0,0,0,2,7,1,shell
1,4,76,19,6,124,1803,1803,1,0,0,1803,54,1,go
1,4,87,97,3,5,0,0,0,1,1,0,7,1,javascript
1,4,484,170,26,0,0,0,0,1,1,0,30,1,typescript
1,4,1034,31,12,3,1,1,0,1,1,1,44,1,rust
1,5,2,0,1,17,29,29,0,0,0,29,20,1,java
1,5,24,3,4,5,146,146,1,1,1,146,43,1,yaml
1,5,94,89,5,0,0,0,0,1,1,0,16,1,typescript
1,5,151,1,2,94,828,828,0,0,0,828,36,1,php
1,5,160,129,4,14,4,4,0,1,1,4,22,1,php
1,6,96,0,16,0,0,0,0,1,1,0,13,1,sql
1,6,417,18,13,4,0,0,0,1,1,0,17,1,java
1,6,481,1213,26,534,82,82,0,0,0,82,42,1,c#
1,6,704,50,27,2,0,0,0,1,1,0,26,1,java
1,7,61,56,23,45,133,133,0,1,1,133,41,1,elixir
1,7,77,415,34,0,0,0,0,1,1,0,9,0,java
1,7,187,98,9,0,0,0,0,1,1,0,6,1,html
1,7,593,1,5,0,1,1,0,1,1,1,10,1,css
1,8,82,5,8,0,1,1,0,1,1,1,9,1,ejs
1,8,91,2,5,0,0,0,0,1,1,0,18,1,javascript
1,8,799,488,21,0,4,4,0,1,1,4,28,1,go
1,8,874,869,4,0,2,2,0,1,1,2,14,1,javascript
1,9,71,42,7,24,3,3,0,1,1,3,31,1,javascript
1,9,80,20,3,8,59,59,0,1,1,59,7,1,c++
1,9,983,3,22,0,0,0,0,1,1,0,9,1,java
1,9,3405,2655,18,0,0,0,0,1,1,0,2,1,javascript
1,12,3,0,5,0,0,0,0,1,1,0,28,1,shell
1,12,1791,1486,53,5,0,0,0,1,0,0,41,1,typescript
1,13,834,7,16,5,0,0,0,1,1,0,26,1,typescript
1,15,123,23,5,32,1,1,1,1,1,1,12,1,java
1,16,1039,11,4,1,1,1,0,1,1,1,12,1,jupyter notebook
1,16,277162,199,4826,17,1,1,1,1,1,1,29,1,php
1,17,610,6,15,0,0,0,0,1,1,0,11,1,javascript
1,20,213,17,12,1,1,1,1,1,1,1,19,1,typescript
1,24,2604,1230,41,0,2,2,0,1,1,2,23,1,javascript
1,142,3120,1035,97,2,0,0,0,0,1,0,28,0,html
1,357,15341,4988,528,0,0,0,0,0,1,0,37,1,c#
1,1,0,0,0,0,0,0,0,1,1,0,46,0,matlab
1,1,0,0,0,5,13,13,0,1,1,13,25,0,python
1,1,0,0,1,1,8,8,0,1,1,8,39,1,javascript
1,1,1,0,1,0,0,0,0,1,1,0,14,1,javascript
1,1,1,0,1,0,0,0,0,1,1,0,16,1,html
1,1,1,0,1,0,3,3,0,1,1,3,30,1,typescript
1,1,1,0,1,21,4,4,0,1,1,4,22,0,jupyter notebook
1,1,1,1,1,0,0,0,0,1,1,0,32,1,python
1,1,1,1,1,0,0,0,0,1,1,0,56,1,kotlin
1,1,1,1,1,0,1,1,0,0,0,1,38,1,python
1,1,1,1,1,0,13,13,0,1,1,13,24,1,python
1,1,1,1,1,1,0,0,0,0,1,0,57,1,typescript
1,1,1,1,1,1,2,2,0,1,1,2,8,1,java
1,1,1,1,1,1,3,3,1,1,1,3,73,1,julia
1,1,1,1,1,2,2,2,0,0,0,2,52,1,typescript
1,1,1,1,1,2,2,2,0,1,1,2,27,1,scala
1,1,1,1,1,3,2,2,1,1,1,2,19,1,python
1,1,1,1,1,6,3,3,0,1,1,3,40,1,python
1,1,1,1,1,19,2,2,0,1,1,2,22,0,python
1,1,1,1,1,54,183,183,1,1,1,183,25,1,typescript
1,1,1,1,1,245,43,43,0,0,0,43,85,1,brainfuck
1,1,1,1,1,246,43,43,0,0,0,43,89,1,brainfuck
1,1,1,1,1,444,9276,9276,1,1,1,9276,26,1,shell
1,1,1,1,2,25,3,3,0,1,1,3,14,1,c
1,1,2,2,1,1,1,1,0,0,0,1,24,1,typescript
1,1,2,2,1,6,3,3,0,1,1,3,28,1,typescript
1,1,2,2,1,20,500,500,1,0,0,500,75,1,go
1,1,2,2,2,12,192,192,1,1,1,192,60,0,c#
1,1,2,3,2,4,2,2,0,0,1,2,47,1,typescript
1,1,2,4,4,0,0,0,0,1,1,0,19,1,css
1,1,3,0,1,0,0,0,0,1,1,0,6,0,c
1,1,3,0,1,18,14,14,1,1,1,14,48,1,c++
1,1,3,0,1,84,474,474,0,0,0,474,32,1,julia
1,1,3,3,1,0,0,0,0,1,1,0,34,1,javascript
1,1,3,3,1,0,0,0,0,1,1,0,46,1,javascript
1,1,3,3,1,4,0,0,0,1,1,0,36,1,javascript
1,1,3,3,1,4,16,16,0,1,1,16,36,1,rust
1,1,3,3,1,6,0,0,0,1,1,0,35,1,javascript
1,1,3,3,1,15,0,0,0,1,1,0,45,0,typescript
1,1,3,3,1,25,53,53,0,1,1,53,50,1,python
1,1,3,3,1,453,206,206,1,0,1,206,50,1,typescript
1,1,3,31,2,3,0,0,0,1,1,0,57,0,dart
